"; PTT 177542, Serial 18P0963, Run 3 - 0.25&deg; Grid Size @ 05-Jun-2019 13:04"
"; Marine @ 3.0 meters/second, Model Score 56.81"
"; 3 Status Clock Corrections, 61 Twilights, 31 SSTs, 2 User Locations"
"; SST Reference Data Set: NOAA OI SST V2 High Resolution, Bathymetry Reference Data Set: ETOPO1-Bedrock"

DeployID,Ptt,Date,Most Likely Latitude,Most Likely Longitude,Observation Type,Observed SST,Satellite SST,Observed Depth,Bathymetry Depth,Observation LL (MSS),Observation Score,Sunrise,Sunset
BUM_9,177542,29-Nov-2018 20:00:00,7.475,-78.375,User,,,,,,49.5134615214408,,
BUM_9,177542,30-Nov-2018 00:00:00,7.525,-78.425,None,,,,,,,30-Nov-2018 11:10:45,30-Nov-2018 22:54:03
BUM_9,177542,30-Nov-2018 08:00:00,7.6,-78.525,SST,28,28.7966664632161,0,2979,,23.3364236208738,,
BUM_9,177542,30-Nov-2018 10:41:15,7.625,-78.625,Light - Dawn,,,48,2979,,43.8288539331163,,
BUM_9,177542,30-Nov-2018 12:00:00,7.6,-78.625,None,,,,,,,,
BUM_9,177542,30-Nov-2018 22:02:30,7.55,-78.725,Light - Dusk,,,48,2979,,94.1697099136802,,
BUM_9,177542,01-Dec-2018 00:00:00,7.55,-78.725,None,,,,,,,01-Dec-2018 11:12:27,01-Dec-2018 22:55:30
BUM_9,177542,01-Dec-2018 10:42:30,7.575,-78.75,Light - Dawn,,,48,3106,,77.5167906040202,,
BUM_9,177542,01-Dec-2018 12:00:00,7.575,-78.75,SST,28.3,28.5599994659424,0,3106,,57.5954262293646,,
BUM_9,177542,01-Dec-2018 22:45:00,7.5,-78.825,Light - Dusk,,,48,3800,,83.6722904387706,,
BUM_9,177542,02-Dec-2018 00:00:00,7.5,-78.825,None,,,,,,,02-Dec-2018 11:13:14,02-Dec-2018 22:56:16
BUM_9,177542,02-Dec-2018 12:00:00,7.5,-78.85,None,,,,,,,,
BUM_9,177542,03-Dec-2018 00:00:00,7.55,-78.9,None,,,,,,,03-Dec-2018 11:14:06,03-Dec-2018 22:56:48
BUM_9,177542,03-Dec-2018 10:40:00,7.65,-78.95,Light - Dawn,,,48,3106,,79.6341085719323,,
BUM_9,177542,03-Dec-2018 12:00:00,7.675,-78.95,SST,27.9,28.6599988937378,1,3106,,28.8570357853931,,
BUM_9,177542,03-Dec-2018 22:28:45,7.55,-78.925,Light - Dusk,,,48,3106,,76.7331182556011,,
BUM_9,177542,04-Dec-2018 00:00:00,7.55,-78.925,None,,,,,,,04-Dec-2018 11:14:41,04-Dec-2018 22:57:14
BUM_9,177542,04-Dec-2018 12:00:00,7.525,-78.925,None,,,,,,,,
BUM_9,177542,05-Dec-2018 00:00:00,7.55,-78.95,None,,,,,,,05-Dec-2018 11:15:16,05-Dec-2018 22:57:40
BUM_9,177542,05-Dec-2018 10:15:00,7.7,-78.975,Light - Dawn,,,48,3106,,66.6054477574571,,
BUM_9,177542,05-Dec-2018 11:00:00,7.725,-78.975,SST,27.9,28.6029162406921,1,3106,,34.7195752790807,,
BUM_9,177542,05-Dec-2018 12:00:00,7.7,-78.975,None,,,,,,,,
BUM_9,177542,05-Dec-2018 22:26:15,7.575,-78.875,Light - Dusk,,,80,3106,,55.1975278926156,,
BUM_9,177542,06-Dec-2018 00:00:00,7.575,-78.875,None,,,,,,,06-Dec-2018 11:15:30,06-Dec-2018 22:57:41
BUM_9,177542,06-Dec-2018 12:00:00,7.5,-78.9,None,,,,,,,,
BUM_9,177542,07-Dec-2018 00:00:00,7.35,-78.9,None,,,,,,,07-Dec-2018 11:15:43,07-Dec-2018 22:58:32
BUM_9,177542,07-Dec-2018 04:00:01,7.225,-78.9,SST,28.1,28.2483335559898,0,4343,,44.8790285890665,,
BUM_9,177542,07-Dec-2018 10:40:01,7.425,-78.975,Light - Dawn,,,16,3800,,64.2595504432581,,
BUM_9,177542,07-Dec-2018 12:00:00,7.425,-78.95,None,,,,,,,,
BUM_9,177542,07-Dec-2018 22:33:46,7.525,-78.875,Light - Dusk,,,48,3106,,41.047663684149,,
BUM_9,177542,08-Dec-2018 00:00:00,7.525,-78.9,None,,,,,,,08-Dec-2018 11:16:31,08-Dec-2018 22:58:37
BUM_9,177542,08-Dec-2018 12:00:00,7.45,-79.025,None,,,,,,,,
BUM_9,177542,09-Dec-2018 00:00:00,7.35,-79.15,None,,,,,,,09-Dec-2018 11:17:43,09-Dec-2018 23:00:18
BUM_9,177542,09-Dec-2018 10:42:31,7.275,-79.25,Light - Dawn,,,80,3381,,70.27754358883,,
BUM_9,177542,09-Dec-2018 12:00:00,7.275,-79.25,None,,,,,,,,
BUM_9,177542,09-Dec-2018 12:00:01,7.275,-79.25,SST,28.1,28.5649978442766,0,3381,,42.0911665052932,,
BUM_9,177542,09-Dec-2018 22:38:46,7.275,-79.3,Light - Dusk,,,112,3381,,92.6382101570532,,
BUM_9,177542,10-Dec-2018 00:00:00,7.275,-79.3,None,,,,,,,10-Dec-2018 11:18:41,10-Dec-2018 23:01:26
BUM_9,177542,10-Dec-2018 12:00:00,7.25,-79.325,None,,,,,,,,
BUM_9,177542,11-Dec-2018 00:00:00,7.2,-79.375,None,,,,,,,11-Dec-2018 11:19:22,11-Dec-2018 23:02:16
BUM_9,177542,11-Dec-2018 08:00:01,7.175,-79.4,SST,28,28.049998831175,0,3209,,78.0092166873461,,
BUM_9,177542,11-Dec-2018 10:40:01,7.175,-79.4,Light - Dawn,,,80,3209,,66.7195542443513,,
BUM_9,177542,11-Dec-2018 12:00:00,7.175,-79.4,None,,,,,,,,
BUM_9,177542,11-Dec-2018 22:32:31,7.1,-79.4,Light - Dusk,,,112,3209,,85.5713589620279,,
BUM_9,177542,12-Dec-2018 00:00:00,7.1,-79.4,None,,,,,,,12-Dec-2018 11:19:48,12-Dec-2018 23:02:58
BUM_9,177542,12-Dec-2018 12:00:00,7,-79.4,None,,,,,,,,
BUM_9,177542,13-Dec-2018 00:00:00,6.875,-79.4,None,,,,,,,13-Dec-2018 11:19:55,13-Dec-2018 23:03:48
BUM_9,177542,13-Dec-2018 10:40:01,6.7,-79.475,Light - Dawn,,,48,3314,,95.1469103441902,,
