DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
177542,177542,0.500000,Transmission,MiniPAT,4,10:00:00 27-Dec-2018,12:00:00 27-Dec-2018,,,,0.0,0.00,60.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,12:00:00 27-Dec-2018,14:00:00 27-Dec-2018,,,,0.0,0.00,72.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,14:00:00 27-Dec-2018,16:00:00 27-Dec-2018,,,,0.0,0.00,94.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,16:00:00 27-Dec-2018,18:00:00 27-Dec-2018,,,,0.0,0.00,68.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,18:00:00 27-Dec-2018,20:00:00 27-Dec-2018,,,,0.0,0.00,84.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,20:00:00 27-Dec-2018,22:00:00 27-Dec-2018,,,,0.0,0.00,44.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,22:00:00 27-Dec-2018,00:00:00 28-Dec-2018,,,,0.0,0.00,82.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,00:00:00 29-Dec-2018,02:00:00 29-Dec-2018,,,,0.0,0.00,2.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,11,02:00:00 29-Dec-2018,04:00:00 29-Dec-2018,,,,0.0,0.00,42.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,11,04:00:00 29-Dec-2018,06:00:00 29-Dec-2018,,,,0.0,0.00,39.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,06:00:00 29-Dec-2018,08:00:00 29-Dec-2018,,,,0.0,0.00,43.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,08:00:00 29-Dec-2018,10:00:00 29-Dec-2018,,,,0.0,0.00,70.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,10:00:00 29-Dec-2018,12:00:00 29-Dec-2018,,,,0.0,0.00,58.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,12:00:00 29-Dec-2018,14:00:00 29-Dec-2018,,,,0.0,0.00,82.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,14:00:00 29-Dec-2018,16:00:00 29-Dec-2018,,,,0.0,0.00,60.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,16:00:00 29-Dec-2018,18:00:00 29-Dec-2018,,,,0.0,0.00,156.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,18:00:00 29-Dec-2018,20:00:00 29-Dec-2018,,,,0.0,0.00,66.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,20:00:00 29-Dec-2018,22:00:00 29-Dec-2018,,,,0.0,0.00,164.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,22:00:00 29-Dec-2018,00:00:00 30-Dec-2018,,,,0.0,0.00,160.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,00:00:00 31-Dec-2018,02:00:00 31-Dec-2018,,,,0.0,0.00,66.0,0.75,,,,,,,
