DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
177542,177542,MiniPAT,02:14:48 29-Jan-2019,Argos,2,-2.7592,-87.1756,399,3013,52,77,,,,,,
177542,177542,MiniPAT,02:40:37 29-Jan-2019,Argos,3,-2.7568,-87.1728,213,366,123,76,,,,,,
177542,177542,MiniPAT,03:16:29 29-Jan-2019,Argos,2,-2.7545,-87.1736,294,1401,61,76,,,,,,
177542,177542,MiniPAT,03:49:07 29-Jan-2019,Argos,1,-2.7504,-87.1746,571,1499,217,171,,,,,,
177542,177542,MiniPAT,03:49:49 29-Jan-2019,Argos,3,-2.7543,-87.1754,229,451,115,38,,,,,,
177542,177542,MiniPAT,04:17:43 29-Jan-2019,Argos,3,-2.7546,-87.1776,168,305,92,178,,,,,,
177542,177542,MiniPAT,04:50:04 29-Jan-2019,Argos,2,-2.7609,-87.1815,293,669,128,170,,,,,,
177542,177542,MiniPAT,09:12:06 29-Jan-2019,Argos,3,-2.7554,-87.1996,207,312,137,27,,,,,,
177542,177542,MiniPAT,10:15:22 29-Jan-2019,Argos,1,-2.7454,-87.2120,570,1979,163,146,,,,,,
177542,177542,MiniPAT,10:50:09 29-Jan-2019,Argos,3,-2.7501,-87.2122,131,219,78,75,,,,,,
177542,177542,MiniPAT,11:04:37 29-Jan-2019,Argos,2,-2.7561,-87.2099,384,863,170,19,,,,,,
177542,177542,MiniPAT,11:53:23 29-Jan-2019,Argos,2,-2.7492,-87.2117,293,1823,46,77,,,,,,
177542,177542,MiniPAT,12:40:16 29-Jan-2019,Argos,3,-2.7504,-87.2152,213,1541,29,99,,,,,,
177542,177542,MiniPAT,13:08:42 29-Jan-2019,Argos,3,-2.7493,-87.2199,186,240,144,159,,,,,,
177542,177542,MiniPAT,13:39:34 29-Jan-2019,Argos,2,-2.7505,-87.2227,266,435,162,33,,,,,,
177542,177542,MiniPAT,14:08:32 29-Jan-2019,Argos,3,-2.7466,-87.2247,230,314,167,173,,,,,,
177542,177542,MiniPAT,14:40:15 29-Jan-2019,Argos,3,-2.7460,-87.2280,219,444,108,84,,,,,,
177542,177542,MiniPAT,14:49:12 29-Jan-2019,Argos,3,-2.7474,-87.2306,137,152,122,111,,,,,,
177542,177542,MiniPAT,15:13:37 29-Jan-2019,Argos,3,-2.7474,-87.2312,164,370,72,103,,,,,,
177542,177542,MiniPAT,15:45:59 29-Jan-2019,Argos,3,-2.7449,-87.2377,154,216,109,103,,,,,,
177542,177542,MiniPAT,16:29:46 29-Jan-2019,Argos,B,-2.7438,-87.2408,1045,6454,169,3,,,,,,
177542,177542,MiniPAT,21:59:33 29-Jan-2019,Argos,3,-2.7385,-87.2969,162,368,71,95,,,,,,
177542,177542,MiniPAT,22:45:45 29-Jan-2019,Argos,3,-2.7343,-87.2993,145,170,122,157,,,,,,
177542,177542,MiniPAT,23:35:58 29-Jan-2019,Argos,3,-2.7285,-87.3053,225,323,157,165,,,,,,
177542,177542,MiniPAT,23:40:28 29-Jan-2019,Argos,3,-2.7284,-87.3076,195,249,152,9,,,,,,
177542,177542,MiniPAT,00:30:10 30-Jan-2019,Argos,3,-2.7221,-87.3110,214,273,166,125,,,,,,
177542,177542,MiniPAT,01:25:26 30-Jan-2019,Argos,3,-2.7183,-87.3131,168,210,133,75,,,,,,
177542,177542,MiniPAT,01:59:48 30-Jan-2019,Argos,3,-2.7139,-87.3125,200,487,81,76,,,,,,
177542,177542,MiniPAT,02:20:39 30-Jan-2019,Argos,3,-2.7120,-87.3140,199,216,183,75,,,,,,
177542,177542,MiniPAT,02:54:42 30-Jan-2019,Argos,3,-2.7070,-87.3167,152,202,114,84,,,,,,
177542,177542,MiniPAT,03:30:17 30-Jan-2019,Argos,1,-2.7040,-87.3176,571,5665,57,73,,,,,,
177542,177542,MiniPAT,03:34:58 30-Jan-2019,Argos,2,-2.7064,-87.3160,432,1050,177,133,,,,,,
177542,177542,MiniPAT,03:57:14 30-Jan-2019,Argos,3,-2.6994,-87.3195,200,271,146,166,,,,,,
177542,177542,MiniPAT,04:28:40 30-Jan-2019,Argos,3,-2.6952,-87.3279,227,319,161,168,,,,,,
177542,177542,MiniPAT,09:00:00 30-Jan-2019,Argos,2,-2.6774,-87.3683,296,567,154,24,,,,,,
177542,177542,MiniPAT,10:36:25 30-Jan-2019,Argos,3,-2.6696,-87.3871,246,578,104,99,,,,,,
177542,177542,MiniPAT,11:22:41 30-Jan-2019,Argos,3,-2.6646,-87.3894,155,252,95,77,,,,,,
177542,177542,MiniPAT,12:13:23 30-Jan-2019,Argos,3,-2.6574,-87.3911,176,400,77,102,,,,,,
177542,177542,MiniPAT,12:57:05 30-Jan-2019,Argos,3,-2.6501,-87.3942,246,331,182,19,,,,,,
177542,177542,MiniPAT,12:58:05 30-Jan-2019,Argos,3,-2.6496,-87.3938,179,243,132,161,,,,,,
177542,177542,MiniPAT,13:17:29 30-Jan-2019,Argos,B,-2.6496,-87.3937,661,755,578,179,,,,,,
177542,177542,MiniPAT,13:48:53 30-Jan-2019,Argos,2,-2.6493,-87.3945,433,732,255,21,,,,,,
177542,177542,MiniPAT,13:57:51 30-Jan-2019,Argos,1,-2.6367,-87.4018,710,1520,331,8,,,,,,
177542,177542,MiniPAT,14:22:53 30-Jan-2019,Argos,B,-2.6335,-87.4065,1935,4316,867,107,,,,,,
177542,177542,MiniPAT,14:37:52 30-Jan-2019,Argos,3,-2.6341,-87.4038,163,254,104,69,,,,,,
177542,177542,MiniPAT,14:52:49 30-Jan-2019,Argos,1,-2.6309,-87.4055,852,10391,69,103,,,,,,
177542,177542,MiniPAT,15:25:41 30-Jan-2019,Argos,3,-2.6241,-87.4086,157,421,58,101,,,,,,
177542,177542,MiniPAT,16:09:27 30-Jan-2019,Argos,A,-2.6152,-87.4163,311,954,101,151,,,,,,
177542,177542,MiniPAT,16:39:54 30-Jan-2019,Argos,1,-2.6141,-87.4263,697,2046,237,6,,,,,,
177542,177542,MiniPAT,21:49:10 30-Jan-2019,Argos,3,-2.5805,-87.4958,161,201,128,64,,,,,,
177542,177542,MiniPAT,22:15:59 30-Jan-2019,Argos,2,-2.5771,-87.5003,392,931,164,10,,,,,,
177542,177542,MiniPAT,23:15:05 30-Jan-2019,Argos,2,-2.5725,-87.5191,313,603,162,178,,,,,,
177542,177542,MiniPAT,23:23:53 30-Jan-2019,Argos,3,-2.5656,-87.5242,243,288,204,154,,,,,,
177542,177542,MiniPAT,23:53:26 30-Jan-2019,Argos,3,-2.5612,-87.5342,193,458,81,99,,,,,,
177542,177542,MiniPAT,00:49:41 31-Jan-2019,Argos,3,-2.5545,-87.5463,202,546,74,72,,,,,,
177542,177542,MiniPAT,01:47:18 31-Jan-2019,Argos,3,-2.5490,-87.5557,155,293,81,95,,,,,,
177542,177542,MiniPAT,01:58:49 31-Jan-2019,Argos,3,-2.5543,-87.5537,187,266,130,167,,,,,,
177542,177542,MiniPAT,02:34:08 31-Jan-2019,Argos,3,-2.5426,-87.5588,165,187,145,84,,,,,,
177542,177542,MiniPAT,03:21:33 31-Jan-2019,Argos,1,-2.5575,-87.5867,991,1278,767,145,,,,,,
177542,177542,MiniPAT,03:41:39 31-Jan-2019,Argos,3,-2.5419,-87.5648,189,276,129,79,,,,,,
177542,177542,MiniPAT,04:08:55 31-Jan-2019,Argos,3,-2.5357,-87.5673,154,199,118,26,,,,,,
177542,177542,MiniPAT,08:53:09 31-Jan-2019,Argos,2,-2.5182,-87.6144,336,842,134,8,,,,,,
177542,177542,MiniPAT,10:25:48 31-Jan-2019,Argos,3,-2.5066,-87.6384,200,1096,36,100,,,,,,
177542,177542,MiniPAT,10:49:43 31-Jan-2019,Argos,3,-2.5058,-87.6423,154,190,123,18,,,,,,
177542,177542,MiniPAT,11:50:02 31-Jan-2019,Argos,3,-2.5003,-87.6525,177,202,153,97,,,,,,
177542,177542,MiniPAT,12:13:26 31-Jan-2019,Argos,B,-2.4987,-87.6579,1657,1681,1632,93,,,,,,
177542,177542,MiniPAT,12:25:54 31-Jan-2019,Argos,3,-2.4941,-87.6565,187,223,156,79,,,,,,
177542,177542,MiniPAT,12:49:29 31-Jan-2019,Argos,3,-2.4938,-87.6589,194,340,110,28,,,,,,
177542,177542,MiniPAT,13:32:59 31-Jan-2019,Argos,3,-2.4849,-87.6670,161,214,121,167,,,,,,
177542,177542,MiniPAT,14:08:52 31-Jan-2019,Argos,B,-2.4798,-87.6747,983,1006,960,141,,,,,,
177542,177542,MiniPAT,14:25:47 31-Jan-2019,Argos,3,-2.4784,-87.6735,159,606,41,95,,,,,,
177542,177542,MiniPAT,14:30:47 31-Jan-2019,Argos,3,-2.4779,-87.6778,170,308,94,100,,,,,,
177542,177542,MiniPAT,15:07:15 31-Jan-2019,Argos,3,-2.4782,-87.6900,222,1065,46,103,,,,,,
177542,177542,MiniPAT,15:42:34 31-Jan-2019,Argos,3,-2.4788,-87.6887,182,324,101,117,,,,,,
177542,177542,MiniPAT,16:13:16 31-Jan-2019,Argos,3,-2.4758,-87.6926,176,299,103,28,,,,,,
177542,177542,MiniPAT,16:54:32 31-Jan-2019,Argos,2,-2.4841,-87.7020,366,848,158,9,,,,,,
177542,177542,MiniPAT,21:36:51 31-Jan-2019,Argos,3,-2.4827,-87.7555,171,418,69,102,,,,,,
177542,177542,MiniPAT,23:18:17 31-Jan-2019,Argos,3,-2.4886,-87.7768,153,161,144,148,,,,,,
177542,177542,MiniPAT,23:21:15 31-Jan-2019,Argos,3,-2.4892,-87.7812,186,373,92,103,,,,,,
177542,177542,MiniPAT,00:34:20 01-Feb-2019,Argos,3,-2.4936,-87.7973,194,635,58,76,,,,,,
177542,177542,MiniPAT,01:06:26 01-Feb-2019,Argos,3,-2.4960,-87.8063,209,384,113,10,,,,,,
177542,177542,MiniPAT,01:36:24 01-Feb-2019,Argos,3,-2.4963,-87.8098,157,188,130,93,,,,,,
177542,177542,MiniPAT,01:37:53 01-Feb-2019,Argos,2,-2.4974,-87.8078,443,635,308,151,,,,,,
177542,177542,MiniPAT,02:08:25 01-Feb-2019,Argos,1,-2.4988,-87.8203,606,1277,287,163,,,,,,
177542,177542,MiniPAT,02:10:14 01-Feb-2019,Argos,2,-2.4979,-87.8158,263,412,167,158,,,,,,
177542,177542,MiniPAT,02:46:17 01-Feb-2019,Argos,3,-2.4982,-87.8235,162,203,129,81,,,,,,
177542,177542,MiniPAT,03:11:20 01-Feb-2019,Argos,3,-2.4981,-87.8292,171,195,148,151,,,,,,
177542,177542,MiniPAT,03:19:50 01-Feb-2019,Argos,3,-2.4975,-87.8272,168,431,65,68,,,,,,
177542,177542,MiniPAT,03:45:40 01-Feb-2019,Argos,3,-2.5004,-87.8383,180,334,96,74,,,,,,
177542,177542,MiniPAT,04:20:42 01-Feb-2019,Argos,2,-2.5013,-87.8463,260,343,197,155,,,,,,
177542,177542,MiniPAT,04:54:53 01-Feb-2019,Argos,B,-2.5026,-87.8553,1043,1056,1030,80,,,,,,
177542,177542,MiniPAT,10:13:41 01-Feb-2019,Argos,2,-2.5100,-87.9129,467,3421,63,103,,,,,,
177542,177542,MiniPAT,10:20:08 01-Feb-2019,Argos,2,-2.5094,-87.9080,304,551,167,160,,,,,,
177542,177542,MiniPAT,11:28:26 01-Feb-2019,Argos,3,-2.5115,-87.9192,208,368,117,41,,,,,,
177542,177542,MiniPAT,11:59:13 01-Feb-2019,Argos,2,-2.5148,-87.9274,389,1155,131,171,,,,,,
177542,177542,MiniPAT,11:59:26 01-Feb-2019,Argos,3,-2.5116,-87.9262,201,737,55,71,,,,,,
177542,177542,MiniPAT,12:39:02 01-Feb-2019,Argos,1,-2.5186,-87.9329,1180,3327,418,32,,,,,,
177542,177542,MiniPAT,13:04:21 01-Feb-2019,Argos,3,-2.5150,-87.9364,195,253,149,108,,,,,,
177542,177542,MiniPAT,14:12:26 01-Feb-2019,Argos,2,-2.5160,-87.9480,252,324,196,148,,,,,,
177542,177542,MiniPAT,14:12:56 01-Feb-2019,Argos,3,-2.5169,-87.9484,246,802,75,106,,,,,,
177542,177542,MiniPAT,14:47:47 01-Feb-2019,Argos,3,-2.5169,-87.9545,161,242,106,105,,,,,,
177542,177542,MiniPAT,15:28:17 01-Feb-2019,Argos,1,-2.5198,-87.9613,844,5100,139,95,,,,,,
177542,177542,MiniPAT,15:52:17 01-Feb-2019,Argos,3,-2.5214,-87.9705,226,300,170,148,,,,,,
177542,177542,MiniPAT,16:26:42 01-Feb-2019,Argos,3,-2.5245,-87.9770,237,365,153,2,,,,,,
177542,177542,MiniPAT,21:24:46 01-Feb-2019,Argos,3,-2.5153,-88.0514,142,202,99,6,,,,,,
177542,177542,MiniPAT,22:52:57 01-Feb-2019,Argos,3,-2.5047,-88.0692,152,187,122,174,,,,,,
177542,177542,MiniPAT,22:59:25 01-Feb-2019,Argos,3,-2.5060,-88.0699,173,247,121,76,,,,,,
177542,177542,MiniPAT,00:08:33 02-Feb-2019,Argos,3,-2.5113,-88.0781,216,256,182,56,,,,,,
177542,177542,MiniPAT,00:31:28 02-Feb-2019,Argos,3,-2.5118,-88.0795,206,231,183,135,,,,,,
177542,177542,MiniPAT,01:21:56 02-Feb-2019,Argos,3,-2.5179,-88.0856,190,261,137,18,,,,,,
177542,177542,MiniPAT,01:42:50 02-Feb-2019,Argos,3,-2.5157,-88.0918,235,302,182,151,,,,,,
177542,177542,MiniPAT,01:50:20 02-Feb-2019,Argos,A,-2.5171,-88.0960,700,1173,417,149,,,,,,
177542,177542,MiniPAT,02:24:43 02-Feb-2019,Argos,B,-2.5170,-88.1009,624,4336,89,119,,,,,,
177542,177542,MiniPAT,02:59:05 02-Feb-2019,Argos,3,-2.5136,-88.1059,204,730,56,77,,,,,,
177542,177542,MiniPAT,02:59:48 02-Feb-2019,Argos,3,-2.5127,-88.1047,216,305,153,70,,,,,,
177542,177542,MiniPAT,03:25:48 02-Feb-2019,Argos,2,-2.5121,-88.1063,316,3288,30,82,,,,,,
177542,177542,MiniPAT,04:38:14 02-Feb-2019,Argos,1,-2.5291,-88.1476,775,1582,379,163,,,,,,
177542,177542,MiniPAT,10:01:29 02-Feb-2019,Argos,3,-2.5078,-88.1766,200,570,70,122,,,,,,
177542,177542,MiniPAT,11:04:55 02-Feb-2019,Argos,1,-2.5099,-88.1870,998,3168,314,34,,,,,,
177542,177542,MiniPAT,11:35:17 02-Feb-2019,Argos,3,-2.5096,-88.1888,155,286,84,76,,,,,,
177542,177542,MiniPAT,11:46:47 02-Feb-2019,Argos,3,-2.5079,-88.1921,242,421,138,14,,,,,,
177542,177542,MiniPAT,12:40:05 02-Feb-2019,Argos,2,-2.5097,-88.2012,385,3878,38,102,,,,,,
177542,177542,MiniPAT,13:05:53 02-Feb-2019,Argos,3,-2.5101,-88.2043,172,302,97,160,,,,,,
177542,177542,MiniPAT,13:50:41 02-Feb-2019,Argos,3,-2.5134,-88.2087,197,262,147,23,,,,,,
177542,177542,MiniPAT,14:01:40 02-Feb-2019,Argos,2,-2.5165,-88.2128,266,1394,50,103,,,,,,
177542,177542,MiniPAT,14:27:03 02-Feb-2019,Argos,3,-2.5195,-88.2140,183,230,144,60,,,,,,
177542,177542,MiniPAT,15:00:25 02-Feb-2019,Argos,3,-2.5247,-88.2206,183,516,65,103,,,,,,
177542,177542,MiniPAT,15:29:21 02-Feb-2019,Argos,3,-2.5311,-88.2198,166,296,93,66,,,,,,
177542,177542,MiniPAT,15:44:13 02-Feb-2019,Argos,1,-2.5299,-88.2280,1115,2529,491,44,,,,,,
177542,177542,MiniPAT,16:14:05 02-Feb-2019,Argos,3,-2.5376,-88.2284,144,156,131,133,,,,,,
177542,177542,MiniPAT,16:41:56 02-Feb-2019,Argos,B,-2.5407,-88.2303,1513,2071,1105,98,,,,,,
177542,177542,MiniPAT,21:06:50 02-Feb-2019,Argos,3,-2.5749,-88.2836,203,289,141,173,,,,,,
177542,177542,MiniPAT,22:22:55 02-Feb-2019,Argos,2,-2.5777,-88.2997,360,882,146,1,,,,,,
177542,177542,MiniPAT,22:54:44 02-Feb-2019,Argos,3,-2.5895,-88.3091,168,351,80,76,,,,,,
177542,177542,MiniPAT,23:43:56 02-Feb-2019,Argos,3,-2.6002,-88.3132,139,183,106,162,,,,,,
177542,177542,MiniPAT,23:59:20 02-Feb-2019,Argos,3,-2.6044,-88.3170,157,399,61,102,,,,,,
177542,177542,MiniPAT,01:05:50 03-Feb-2019,Argos,3,-2.6168,-88.3266,205,283,148,162,,,,,,
177542,177542,MiniPAT,01:16:16 03-Feb-2019,Argos,3,-2.6194,-88.3337,223,317,157,98,,,,,,
177542,177542,MiniPAT,02:37:38 03-Feb-2019,Argos,3,-2.6354,-88.3423,161,230,112,75,,,,,,
177542,177542,MiniPAT,02:46:03 03-Feb-2019,Argos,3,-2.6387,-88.3466,158,240,104,78,,,,,,
177542,177542,MiniPAT,03:12:56 03-Feb-2019,Argos,3,-2.6416,-88.3493,154,375,63,78,,,,,,
177542,177542,MiniPAT,03:37:43 03-Feb-2019,Argos,2,-2.6503,-88.3539,283,725,110,76,,,,,,
177542,177542,MiniPAT,04:18:31 03-Feb-2019,Argos,3,-2.6565,-88.3630,166,214,128,177,,,,,,
177542,177542,MiniPAT,04:46:52 03-Feb-2019,Argos,2,-2.6638,-88.3675,256,488,133,165,,,,,,
177542,177542,MiniPAT,09:50:40 03-Feb-2019,Argos,3,-2.7679,-88.3895,137,209,89,106,,,,,,
177542,177542,MiniPAT,10:57:43 03-Feb-2019,Argos,3,-2.7838,-88.3878,165,186,146,11,,,,,,
177542,177542,MiniPAT,11:32:57 03-Feb-2019,Argos,3,-2.7930,-88.3921,197,266,146,1,,,,,,
177542,177542,MiniPAT,12:14:10 03-Feb-2019,Argos,3,-2.8012,-88.3990,154,292,81,105,,,,,,
177542,177542,MiniPAT,12:33:02 03-Feb-2019,Argos,3,-2.8069,-88.4008,158,173,143,45,,,,,,
177542,177542,MiniPAT,13:35:15 03-Feb-2019,Argos,1,-2.8240,-88.4037,506,1143,223,15,,,,,,
177542,177542,MiniPAT,13:49:40 03-Feb-2019,Argos,3,-2.8270,-88.4064,192,666,55,112,,,,,,
177542,177542,MiniPAT,13:59:05 03-Feb-2019,Argos,2,-2.8260,-88.4070,346,658,182,24,,,,,,
177542,177542,MiniPAT,14:05:34 03-Feb-2019,Argos,2,-2.8282,-88.4090,293,454,188,178,,,,,,
177542,177542,MiniPAT,14:38:49 03-Feb-2019,Argos,2,-2.8364,-88.4119,312,698,139,47,,,,,,
177542,177542,MiniPAT,15:08:13 03-Feb-2019,Argos,2,-2.8466,-88.4125,291,1026,82,102,,,,,,
177542,177542,MiniPAT,15:34:26 03-Feb-2019,Argos,3,-2.8510,-88.4163,219,425,112,30,,,,,,
177542,177542,MiniPAT,15:43:20 03-Feb-2019,Argos,3,-2.8552,-88.4165,162,262,100,104,,,,,,
177542,177542,MiniPAT,16:18:35 03-Feb-2019,Argos,3,-2.8639,-88.4212,204,418,99,28,,,,,,
177542,177542,MiniPAT,21:01:59 03-Feb-2019,Argos,1,-2.9183,-88.4245,957,3091,296,149,,,,,,
177542,177542,MiniPAT,22:34:46 03-Feb-2019,Argos,3,-2.9487,-88.4278,182,863,38,76,,,,,,
177542,177542,MiniPAT,23:19:00 03-Feb-2019,Argos,1,-2.9621,-88.4232,1288,3616,458,161,,,,,,
177542,177542,MiniPAT,23:31:00 03-Feb-2019,Argos,3,-2.9665,-88.4295,134,329,54,102,,,,,,
177542,177542,MiniPAT,00:54:57 04-Feb-2019,Argos,2,-2.9964,-88.4304,310,1317,72,77,,,,,,
177542,177542,MiniPAT,00:57:29 04-Feb-2019,Argos,2,-2.9948,-88.4248,316,491,203,148,,,,,,
177542,177542,MiniPAT,01:12:58 04-Feb-2019,Argos,3,-3.0002,-88.4245,210,433,101,6,,,,,,
177542,177542,MiniPAT,02:16:31 04-Feb-2019,Argos,3,-3.0226,-88.4210,176,183,168,0,,,,,,
177542,177542,MiniPAT,02:41:49 04-Feb-2019,Argos,3,-3.0273,-88.4209,151,323,70,75,,,,,,
177542,177542,MiniPAT,02:50:45 04-Feb-2019,Argos,3,-3.0288,-88.4180,172,216,136,75,,,,,,
177542,177542,MiniPAT,03:25:44 04-Feb-2019,Argos,2,-3.0360,-88.4146,413,3687,46,77,,,,,,
177542,177542,MiniPAT,03:57:33 04-Feb-2019,Argos,3,-3.0472,-88.4189,135,159,113,92,,,,,,
177542,177542,MiniPAT,04:24:59 04-Feb-2019,Argos,3,-3.0591,-88.4172,172,207,143,158,,,,,,
177542,177542,MiniPAT,09:39:11 04-Feb-2019,Argos,3,-3.1024,-88.3995,124,150,102,104,,,,,,
177542,177542,MiniPAT,09:39:11 04-Feb-2019,Argos,3,-3.1024,-88.3995,124,150,102,104,,,,,,
177542,177542,MiniPAT,10:29:54 04-Feb-2019,Argos,1,-3.0979,-88.4040,746,2614,212,145,,,,,,
177542,177542,MiniPAT,11:21:28 04-Feb-2019,Argos,3,-3.1147,-88.3988,204,221,187,9,,,,,,
177542,177542,MiniPAT,11:49:47 04-Feb-2019,Argos,3,-3.1171,-88.3994,167,181,153,103,,,,,,
177542,177542,MiniPAT,12:10:38 04-Feb-2019,Argos,3,-3.1169,-88.4003,128,269,60,77,,,,,,
177542,177542,MiniPAT,13:32:47 04-Feb-2019,Argos,2,-3.1333,-88.4035,271,535,136,136,,,,,,
177542,177542,MiniPAT,13:41:15 04-Feb-2019,Argos,3,-3.1333,-88.4056,171,263,111,94,,,,,,
177542,177542,MiniPAT,13:47:14 04-Feb-2019,Argos,2,-3.1320,-88.4046,408,754,220,11,,,,,,
177542,177542,MiniPAT,14:25:41 04-Feb-2019,Argos,B,-3.1402,-88.4043,1763,1884,1649,153,,,,,,
177542,177542,MiniPAT,14:50:34 04-Feb-2019,Argos,2,-3.1512,-88.4105,344,1322,89,102,,,,,,
177542,177542,MiniPAT,15:22:56 04-Feb-2019,Argos,3,-3.1652,-88.4048,230,320,165,179,,,,,,
177542,177542,MiniPAT,15:23:55 04-Feb-2019,Argos,3,-3.1636,-88.4001,213,891,50,102,,,,,,
177542,177542,MiniPAT,15:58:41 04-Feb-2019,Argos,2,-3.1754,-88.3998,267,388,183,143,,,,,,
177542,177542,MiniPAT,16:36:06 04-Feb-2019,Argos,2,-3.1786,-88.3975,324,745,140,23,,,,,,
177542,177542,MiniPAT,20:48:50 04-Feb-2019,Argos,B,-3.2536,-88.3791,2700,3096,2354,69,,,,,,
177542,177542,MiniPAT,22:29:54 04-Feb-2019,Argos,2,-3.3160,-88.3685,405,4118,39,76,,,,,,
177542,177542,MiniPAT,22:58:16 04-Feb-2019,Argos,3,-3.3281,-88.3605,149,197,112,146,,,,,,
177542,177542,MiniPAT,00:07:45 05-Feb-2019,Argos,1,-3.3574,-88.3548,1218,4144,358,163,,,,,,
177542,177542,MiniPAT,00:33:53 05-Feb-2019,Argos,3,-3.3578,-88.3514,202,494,82,72,,,,,,
177542,177542,MiniPAT,00:37:22 05-Feb-2019,Argos,3,-3.3628,-88.3505,149,162,136,163,,,,,,
177542,177542,MiniPAT,00:46:29 05-Feb-2019,Argos,2,-3.3615,-88.3394,344,811,146,169,,,,,,
177542,177542,MiniPAT,01:54:22 05-Feb-2019,Argos,3,-3.3887,-88.3391,246,315,191,147,,,,,,
177542,177542,MiniPAT,02:08:18 05-Feb-2019,Argos,3,-3.3963,-88.3436,230,434,121,169,,,,,,
177542,177542,MiniPAT,02:22:13 05-Feb-2019,Argos,2,-3.3983,-88.3374,273,1122,66,79,,,,,,
177542,177542,MiniPAT,02:28:45 05-Feb-2019,Argos,3,-3.3966,-88.3362,168,222,127,175,,,,,,
177542,177542,MiniPAT,03:04:00 05-Feb-2019,Argos,3,-3.4069,-88.3322,145,255,81,82,,,,,,
177542,177542,MiniPAT,03:37:18 05-Feb-2019,Argos,3,-3.4160,-88.3318,180,300,108,75,,,,,,
177542,177542,MiniPAT,04:03:07 05-Feb-2019,Argos,3,-3.4246,-88.3297,132,143,121,58,,,,,,
177542,177542,MiniPAT,09:27:55 05-Feb-2019,Argos,3,-3.4471,-88.3075,163,167,157,65,,,,,,
177542,177542,MiniPAT,11:08:23 05-Feb-2019,Argos,3,-3.4444,-88.3103,193,221,167,76,,,,,,
177542,177542,MiniPAT,11:28:15 05-Feb-2019,Argos,3,-3.4478,-88.3106,178,263,120,5,,,,,,
177542,177542,MiniPAT,11:40:09 05-Feb-2019,Argos,3,-3.4472,-88.3109,128,261,62,77,,,,,,
177542,177542,MiniPAT,13:03:32 05-Feb-2019,Argos,3,-3.4558,-88.3078,143,225,90,106,,,,,,
177542,177542,MiniPAT,13:11:58 05-Feb-2019,Argos,2,-3.4595,-88.3073,268,511,140,160,,,,,,
177542,177542,MiniPAT,13:26:49 05-Feb-2019,Argos,3,-3.4579,-88.3062,193,236,156,109,,,,,,
177542,177542,MiniPAT,13:59:01 05-Feb-2019,Argos,B,-3.4624,-88.3030,1623,1663,1583,82,,,,,,
177542,177542,MiniPAT,14:28:52 05-Feb-2019,Argos,3,-3.4634,-88.3053,168,226,124,99,,,,,,
177542,177542,MiniPAT,15:04:05 05-Feb-2019,Argos,3,-3.4673,-88.3005,177,549,57,103,,,,,,
177542,177542,MiniPAT,15:09:05 05-Feb-2019,Argos,3,-3.4676,-88.3009,207,289,148,161,,,,,,
